ID_all;SMILES;ID_Potts;orig_ID_Potts;yorig_Potts;CAS_Potts;NAME_Potts;units_Potts;smilessource_Potts;SMILES_Potts;desired_units_Potts;y_Potts;ID_Khajeh;orig_ID_Khajeh;yorig_Khajeh;CAS_Khajeh;NAME_Khajeh;units_Khajeh;smilessource_Khajeh;SMILES_Khajeh;desired_units_Khajeh;y_Khajeh;zscore_Potts;zscore_Potts_thres;y_Potts_nointraoutliers;zscore_Potts_nointraoutliers;zscore_Potts_nointraoutliers_thres;zscore_Khajeh;zscore_Khajeh_thres;y_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers_thres;stand_desv_Potts_Khajeh_nointraoutliers;y_Potts_nointraoutliers_nointeroutliers;y_Khajeh_nointraoutliers_nointeroutliers;stand_desv_Potts_Khajeh_nointraoutliers_nointeroutliers;y_consensus;y_consensus_sd;valid/outlier
169;Cc1ccc(C(C)C)c(O)c1;117;118;-1.27531;89-83-8;;logcm/h;isoSMILES_from_CAS;Cc1ccc(C(C)C)c(O)c1;logcm/h;-1.27531;216;217;-1.1837;;thymol ;logcm/h;isoSMILES_from_NAME;Cc1ccc(C(C)C)c(O)c1;logcm/h;-1.1837;1.2331460717780514;0;-1.27531;1.2331460717780514;0;1.3955920371191228;0;-1.1837;1.4146849361539324;0;0.052686286126936925;-1.27531;-1.1837;0.052686286126936925;-1.229505;0.06477805222449959;valid
170;Cc1ccc(C(C)C)cc1O;179;180;-1.2837;499-75-2;;logcm/h;isoSMILES_from_CAS;Cc1ccc(C(C)C)cc1O;logcm/h;-1.2837;;;;;;;;;;;1.2257646867697658;0;-1.2837;1.2257646867697658;0;;-1;;;-1;;-1.2837;;;-1.2837;;valid
171;Cc1ccc(O)cc1;49;50;-1.76024;106-44-5;;logcm/h;isoSMILES_from_CAS;Cc1ccc(O)cc1;logcm/h;-1.76024;185;186;-1.76;;p-Cresol ;logcm/h;isoSMILES_from_NAME;Cc1ccc(O)cc1;logcm/h;-1.76;0.8065125757032139;0;-1.76024;0.8065125757032139;0;0.8129427593275647;0;-1.76;0.8181121913745237;0;9.641707808830313e-05;-1.76024;-1.76;9.641707808830313e-05;-1.7601200000000001;0.0001697056274847841;valid
172;Cc1ccc(O)cc1C;63;64;-1.41415;95-65-8;;logcm/h;isoSMILES_from_CAS;Cc1ccc(O)cc1C;logcm/h;-1.41415;34;35;-1.44;;3,4-Xylenol ;logcm/h;isoSMILES_from_NAME;Cc1ccc(O)cc1C;logcm/h;-1.44;1.1109969067541707;0;-1.41415;1.1109969067541707;0;1.1364682996595075;0;-1.44;1.1493689644604352;0;0.012808514124115553;-1.41415;-1.44;0.012808514124115553;-1.4270749999999999;0.0182787102936722;valid
173;Cc1cccc(C)c1;195;196;-1.1;108-38-3;;logcm/h;isoSMILES_from_CAS;Cc1cccc(C)c1;logcm/h;-1.1;40;41;-1.1;;3-xylene ;logcm/h;isoSMILES_from_NAME;Cc1cccc(C)c1;logcm/h;-1.1;1.387380947320665;0;-1.1;1.387380947320665;0;1.4802141862621965;0;-1.1;1.501329285864216;0;0.0;-1.1;-1.1;0.0;-1.1;0.0;valid
174;Cc1cccc(O)c1;47;48;-1.81525;108-39-4;;logcm/h;isoSMILES_from_CAS;Cc1cccc(O)c1;logcm/h;-1.81525;150;151;-1.8236975;;m-Cresol ;logcm/h;isoSMILES_from_NAME;Cc1cccc(O)c1;logcm/h;-1.8236975;0.7581156759051465;0;-1.81525;0.7581156759051465;0;0.7485434839985212;0;-1.8236975;0.7521739779256492;0;0.0032829737357152416;-1.81525;-1.8236975;0.0032829737357152416;-1.81947375;0.005973284534073319;valid
175;Cc1ccccc1N;194;195;-1.44;95-53-4;;logcm/h;isoSMILES_from_CAS;Cc1ccccc1N;logcm/h;-1.44;;;;;;;;;;;1.0882544988323375;0;-1.44;1.0882544988323375;0;;-1;;;-1;;-1.44;;;-1.44;;valid
176;Cc1ccccc1O;45;46;-1.79745;95-48-7;;logcm/h;isoSMILES_from_CAS;Cc1ccccc1O;logcm/h;-1.79745;177;178;-1.8036975;;o-Cresol ;logcm/h;isoSMILES_from_NAME;Cc1ccccc1O;logcm/h;-1.8036975;0.7737758252671826;0;-1.79745;0.7737758252671826;0;0.7687638302692676;0;-1.8036975;0.7728775262435187;0;0.002453467743525045;-1.79745;-1.8036975;0.002453467743525045;-1.8005737499999999;0.004417649615462928;valid
177;ClC(Br)Br;109;110;-0.75685;124-48-1;;logcm/h;isoSMILES_from_CAS;ClC(Br)Br;logcm/h;-0.75685;;;;;;;;;;;1.6892787143758698;0;-0.75685;1.6892787143758698;0;;-1;;;-1;;-0.75685;;;-0.75685;;valid
178;ClC(Cl)(Cl)C(Cl)(Cl)Cl;234;235;-1.4;67-72-1;;logcm/h;isoSMILES_from_CAS;ClC(Cl)(Cl)C(Cl)(Cl)Cl;logcm/h;-1.4;135;136;-1.4;;Hexachloroethane ;logcm/h;isoSMILES_from_NAME;ClC(Cl)(Cl)C(Cl)(Cl)Cl;logcm/h;-1.4;1.1234458457133174;0;-1.4;1.1234458457133174;0;1.1769089922010003;0;-1.4;1.1907760610961742;0;0.0;-1.4;-1.4;0.0;-1.4;0.0;valid
179;ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl;235;236;-0.92;87-68-3;;logcm/h;isoSMILES_from_CAS;ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl;logcm/h;-0.92;134;135;-0.92;;Hexachlorobutadiene ;logcm/h;isoSMILES_from_NAME;ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl;logcm/h;-0.92;1.545742008285074;0;-0.92;1.545742008285074;0;1.6621973026989143;0;-0.92;1.6876612207250414;0;0.0;-0.92;-0.92;0.0;-0.92;0.0;valid
180;ClC(Cl)=C(Cl)Cl;236;237;-0.8537;127-18-4;;logcm/h;isoSMILES_from_CAS;ClC(Cl)=C(Cl)Cl;logcm/h;-0.8537;214;215;-1.3037;;tetrachloroethylene ;logcm/h;isoSMILES_from_NAME;ClC(Cl)=C(Cl)Cl;logcm/h;-1.3037;1.6040716657402978;0;-0.8537;1.6040716657402978;0;1.274269959494644;0;-1.3037;1.2904636462467156;0;0.2949828975006456;;;;;;outlier
181;ClC(Cl)Br;110;111;-0.79685;75-27-4;;logcm/h;isoSMILES_from_CAS;ClC(Cl)Br;logcm/h;-0.79685;;;;;;;;;;;1.6540873674948902;0;-0.79685;1.6540873674948902;0;;-1;;;-1;;-0.79685;;;-0.79685;;valid
182;ClC=CCCl;238;239;-2.0;542-75-6;;logcm/h;isoSMILES_from_CAS;ClC=CCCl;logcm/h;-2.0;6;7;-2.0;;1,3-Dichloropropene ;logcm/h;isoSMILES_from_NAME;ClC=CCCl;logcm/h;-2.0;0.5955756424986215;0;-2.0;0.5955756424986215;0;0.5702986040786076;0;-2.0;0.5696696115600901;0;0.0;-2.0;-2.0;0.0;-2.0;0.0;valid
183;ClCC1CO1;237;238;-3.43;106-89-8;;logcm/h;isoSMILES_from_CAS;ClCC1CO1;logcm/h;-3.43;113;114;-3.43;;Epichlorohydrin ;logcm/h;isoSMILES_from_NAME;ClCC1CO1;logcm/h;-3.43;-0.6625150084964034;0;-3.43;-0.6625150084964034;0;-0.8754561542797616;0;-3.43;-0.9106340931675772;0;0.0;-3.43;-3.43;0.0;-3.43;0.0;valid
184;ClCCCl;239;240;-2.0;107-06-2;;logcm/h;isoSMILES_from_CAS;ClCCCl;logcm/h;-2.0;122;123;-2.0;;Ethylene dichloride ;logcm/h;isoSMILES_from_NAME;ClCCCl;logcm/h;-2.0;0.5955756424986215;0;-2.0;0.5955756424986215;0;0.5702986040786076;0;-2.0;0.5696696115600901;0;0.0;-2.0;-2.0;0.0;-2.0;0.0;valid
185;Cn1c(=O)c2[nH]cnc2n(C)c1=O;21;22;-3.64685;58-55-9;;logcm/h;isoSMILES_from_CAS;Cn1c(=O)c2[nH]cnc2n(C)c1=O;logcm/h;-3.64685;;;;;;;;;;;-0.8532960977749148;0;-3.64685;-0.8532960977749148;0;;-1;;;-1;;-3.64685;;;-3.64685;;valid
186;Cn1cnc(C[C@H](N)C(=O)N2CCC[C@H]2C(=O)NC(=O)[C@@H]2CCC(=O)N2)c1;225;226;-4.1637;34367-55-0;;logcm/h;isoSMILES_from_CAS;Cn1cnc(C[C@H](N)C(=O)N2CCC[C@H]2C(=O)NC(=O)[C@@H]2CCC(=O)N2)c1;logcm/h;-4.1637;;;;;;;;;;;-1.3080122886607741;0;-4.1637;-1.3080122886607741;0;;-1;;;-1;;-4.1637;;;-4.1637;;valid
187;N#CC(Br)Br;142;143;-0.77185;3252-43-5;;logcm/h;isoSMILES_from_CAS;N#CC(Br)Br;logcm/h;-0.77185;;;;;;;;;;;1.6760819592955023;0;-0.77185;1.6760819592955023;0;;-1;;;-1;;-0.77185;;;-0.77185;;valid
188;N#CC(Cl)Br;143;144;-0.79185;83463-62-1;;logcm/h;isoSMILES_from_CAS;N#CC(Cl)Br;logcm/h;-0.79185;;;;;;;;;;;1.6584862858550125;0;-0.79185;1.6584862858550125;0;;-1;;;-1;;-0.79185;;;-0.79185;;valid
189;N#CC(Cl)Cl;141;142;-0.82185;3018-12-0;;logcm/h;isoSMILES_from_CAS;N#CC(Cl)Cl;logcm/h;-0.82185;;;;;;;;;;;1.6320927756942778;0;-0.82185;1.6320927756942778;0;;-1;;;-1;;-0.82185;;;-0.82185;;valid
190;N#CCCl;150;151;-1.00185;107-14-2;;logcm/h;isoSMILES_from_CAS;N#CCCl;logcm/h;-1.00185;;;;;;;;;;;1.4737317147298692;0;-1.00185;1.4737317147298692;0;;-1;;;-1;;-1.00185;;;-1.00185;;valid
191;N#Cc1ccc(O)cc1;96;97;-2.07185;767-00-0;;logcm/h;isoSMILES_from_CAS;N#Cc1ccc(O)cc1;logcm/h;-2.07185;47;48;-1.98;;4-Cyanophenol ;logcm/h;isoSMILES_from_NAME;N#Cc1ccc(O)cc1;logcm/h;-1.98;0.5323631856636617;0;-2.07185;0.5323631856636617;0;0.5905189503493541;0;-1.98;0.5903731598779596;0;0.03205832291520386;-2.07185;-1.98;0.03205832291520386;-2.025925;0.06494775785198438;valid
192;NC(=O)Cc1ccc(O)cc1;240;241;-3.33;17194-82-0;;logcm/h;isoSMILES_from_CAS;NC(=O)Cc1ccc(O)cc1;logcm/h;-3.33;53;54;-3.3337;;4-hydroxyphenylacetamide ;logcm/h;isoSMILES_from_NAME;NC(=O)Cc1ccc(O)cc1;logcm/h;-3.3337;-0.5745366412939541;0;-3.33;-0.5745366412939541;0;-0.7780951869861173;0;-3.3337;-0.8109465080170354;0;0.000785237958008342;-3.33;-3.3337;0.000785237958008342;-3.33185;0.0026162950903900945;valid
193;NC(=O)N1c2ccccc2C=Cc2ccccc21;241;242;-2.1237;298-46-4;;logcm/h;isoSMILES_from_CAS;NC(=O)N1c2ccccc2C=Cc2ccccc21;logcm/h;-2.1237;;;;;;;;;;;0.4867464022691918;0;-2.1237;0.4867464022691918;0;;-1;;;-1;;-2.1237;;;-2.1237;;valid
194;NC(CC(=O)O)C(=O)O;242;243;-3.95;617-45-8;;logcm/h;isoSMILES_from_CAS;NC(CC(=O)O)C(=O)O;logcm/h;-3.95;;;;;;;;;;;-1.1200025179491397;0;-3.95;-1.1200025179491397;0;;-1;;;-1;;-3.95;;;-3.95;;valid
195;NC(Cc1cnc[nH]1)C(=O)O;244;245;-4.25;4998-57-6;;logcm/h;isoSMILES_from_CAS;NC(Cc1cnc[nH]1)C(=O)O;logcm/h;-4.25;;;;;;;;;;;-1.3839376195564874;0;-4.25;-1.3839376195564874;0;;-1;;;-1;;-4.25;;;-4.25;;valid
196;NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1;93;94;-4.69185;76824-35-6;;logcm/h;isoSMILES_from_CAS;NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1;logcm/h;-4.69185;125;126;-4.79;;famotidine;logcm/h;isoSMILES_from_NAME;NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1;logcm/h;-4.79;-1.7726700350405094;0;-4.69185;-1.7726700350405094;0;-2.250439700690518;0;-4.79;-2.318475378782701;0;0.014639027315019733;-4.69185;-4.79;0.014639027315019733;-4.740925;0.06940253057345992;valid
197;NC(N)=O;122;123;-3.82372;57-13-6;;logcm/h;isoSMILES_from_CAS;NC(N)=O;logcm/h;-3.82372;221;222;-3.83;;Urea ;logcm/h;isoSMILES_from_NAME;NC(N)=O;logcm/h;-3.83;-1.0089034358458866;0;-3.82372;-1.0089034358458866;0;-1.27986307969469;0;-3.83;-1.3247050595249663;0;0.0011603849071697737;-3.82372;-3.83;0.0011603849071697737;-3.82686;0.0044406305858517205;valid
198;NCC(=O)CCC(=O)O;246;247;-4.15;106-60-5;;logcm/h;isoSMILES_from_CAS;NCC(=O)CCC(=O)O;logcm/h;-4.15;;;;;;;;;;;-1.2959592523540386;0;-4.15;-1.2959592523540386;0;;-1;;;-1;;-4.15;;;-4.15;;valid
199;NCC(CC(=O)O)c1ccc(Cl)cc1;247;248;-4.41;1134-47-0;;logcm/h;isoSMILES_from_CAS;NCC(CC(=O)O)c1ccc(Cl)cc1;logcm/h;-4.41;;;;;;;;;;;-1.5247030070804064;0;-4.41;-1.5247030070804064;0;;-1;;;-1;;-4.41;;;-4.41;;valid
200;NCCCC[C@H](N)C(=O)O;249;250;-3.54;56-87-1;;logcm/h;isoSMILES_from_CAS;NCCCC[C@H](N)C(=O)O;logcm/h;-3.54;148;149;-3.3137;;Lysine ;logcm/h;isoSMILES_from_NAME;NCCCC[C@H](N)C(=O)O;logcm/h;-3.3137;-0.7592912124190976;0;-3.54;-0.7592912124190976;0;-0.7578748407153709;0;-3.3137;-0.7902429596991658;0;0.04669543883815043;-3.54;-3.3137;0.04669543883815043;-3.42685;0.1600182645825158;valid
201;NCCO;250;251;-4.02;141-43-5;;logcm/h;isoSMILES_from_CAS;NCCO;logcm/h;-4.02;115;116;-4.02;;Ethanol amine ;logcm/h;isoSMILES_from_NAME;NCCO;logcm/h;-4.02;-1.1815873749908539;0;-4.02;-1.1815873749908539;0;-1.4719563692667805;0;-4.02;-1.5213887685447258;0;0.0;-4.02;-4.02;0.0;-4.02;0.0;valid
202;NCCc1ccccc1;248;249;-3.77;64-04-0;;logcm/h;isoSMILES_from_CAS;NCCc1ccccc1;logcm/h;-3.77;;;;;;;;;;;-0.9616414569847309;0;-3.77;-0.9616414569847309;0;;-1;;;-1;;-3.77;;;-3.77;;valid
203;N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O;243;244;-4.18;59-92-7;;logcm/h;isoSMILES_from_CAS;N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O;logcm/h;-4.18;;;;;;;;;;;-1.3223527625147729;0;-4.18;-1.3223527625147729;0;;-1;;;-1;;-4.18;;;-4.18;;valid
204;Nc1cc([N+](=O)[O-])ccc1O;77;78;-3.13131;99-57-0;;logcm/h;isoSMILES_from_CAS;Nc1cc([N+](=O)[O-])ccc1O;logcm/h;-3.13131;20;21;-3.1137;;2-amino-4-nitrophenol ;logcm/h;isoSMILES_from_NAME;Nc1cc([N+](=O)[O-])ccc1O;logcm/h;-3.1137;-0.3997324234994076;0;-3.13131;-0.3997324234994076;0;-0.555671378007907;0;-3.1137;-0.5832074765204714;0;0.00398787205038744;-3.13131;-3.1137;0.00398787205038744;-3.1225050000000003;0.012452150416695035;valid
205;Nc1ccc(Cl)c(N)c1;245;246;-2.68;5131-60-2;;logcm/h;isoSMILES_from_CAS;Nc1ccc(Cl)c(N)c1;logcm/h;-2.68;43;44;-2.68;;4-chloro-1,3-phenylenediamine;logcm/h;isoSMILES_from_NAME;Nc1ccc(Cl)c(N)c1;logcm/h;-2.68;-0.0026772544780338096;0;-2.68;-0.0026772544780338096;0;-0.11719316912677086;0;-2.68;-0.13425103124747204;0;0.0;-2.68;-2.68;0.0;-2.68;0.0;valid
206;Nc1ccc(N)c([N+](=O)[O-])c1;81;82;-3.22618;5307-14-2;;logcm/h;isoSMILES_from_CAS;Nc1ccc(N)c([N+](=O)[O-])c1;logcm/h;-3.22618;[233, 31];[32, 234];-3.3005;;['2-Nitro-4-phenylenediamine ', '2-nitro-1,4-phenylenediamine'];logcm/h;isoSMILES_from_NAME;Nc1ccc(N)c([N+](=O)[O-])c1;logcm/h;-3.3005;-0.48319750046437104;0;-3.22618;-0.48319750046437104;0;-0.7445294121766783;0;-3.3005;-0.7765786178093721;0;0.01610380039400869;-3.22618;-3.3005;0.01610380039400869;-3.26334;0.052552175977784325;valid
207;Nc1ccc(N)cc1;116;117;-3.59495;106-50-3;;logcm/h;isoSMILES_from_CAS;Nc1ccc(N)cc1;logcm/h;-3.59495;[8, 56];[9, 57];-3.59685;;['4-Phenylenediamine ', '1,4-benzenediamine '];logcm/h;isoSMILES_from_NAME;Nc1ccc(N)cc1;logcm/h;-3.59685;-0.8076353251968433;0;-3.59495;-0.8076353251968433;0;-1.0441443930434633;0;-3.59685;-1.083353445009403;0;0.00037362075815635846;-3.59495;-3.59685;0.00037362075815635846;-3.5959;0.0013435028842544493;valid
208;Nc1ccc(O)c([N+](=O)[O-])c1;78;79;-2.50861;119-34-6;;logcm/h;isoSMILES_from_CAS;Nc1ccc(O)c([N+](=O)[O-])c1;logcm/h;-2.50861;41;42;-2.55;;4-Amino-2-nitrophenol ;logcm/h;isoSMILES_from_NAME;Nc1ccc(O)c([N+](=O)[O-])c1;logcm/h;-2.55;0.14810886907024418;0;-2.50861;0.14810886907024418;0;0.014239081633081211;0;-2.55;0.0003220328186798683;0;0.01157122200498203;-2.50861;-2.55;0.01157122200498203;-2.529305;0.02926714967331107;valid
209;Nc1ccccc1N;[115, 196];[116, 197];-3.3328;95-54-5;;logcm/h;isoSMILES_from_CAS;Nc1ccccc1N;logcm/h;-3.3328;3;4;-3.2937;;1,2-benzenediamine ;logcm/h;isoSMILES_from_NAME;Nc1ccccc1N;logcm/h;-3.2937;-0.5770000355756228;0;-3.3328;-0.5770000355756228;0;-0.7376544944446245;0;-3.2937;-0.7695394113812963;0;0.008344638993252626;-3.3328;-3.2937;0.008344638993252626;-3.31325;0.027647875144394263;valid
210;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;94;95;-5.20185;147-94-4;;logcm/h;isoSMILES_from_CAS;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;logcm/h;-5.20185;;;;;;;;;;;-2.221359707773001;0;-5.20185;-2.221359707773001;0;;-1;;;-1;;-5.20185;;;-5.20185;;valid
211;Nc1nc2c(ncn2COCCO)c(=O)[nH]1;155;156;-3.52185;59277-89-3;;logcm/h;isoSMILES_from_CAS;Nc1nc2c(ncn2COCCO)c(=O)[nH]1;logcm/h;-3.52185;;;;;;;;;;;-0.7433231387718532;0;-3.52185;-0.7433231387718532;0;;-1;;;-1;;-3.52185;;;-3.52185;;valid
212;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;261;262;-3.47;52-86-8;;logcm/h;isoSMILES_from_CAS;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;logcm/h;-3.47;;;;;;;;;;;-0.6977063553773832;0;-3.47;-0.6977063553773832;0;;-1;;;-1;;-3.47;;;-3.47;;valid
213;O=C(NCCO[N+](=O)[O-])c1cccnc1;103;104;-3.62524;65141-46-0;;logcm/h;isoSMILES_from_CAS;O=C(NCCO[N+](=O)[O-])c1cccnc1;logcm/h;-3.62524;171;172;-3.66;;nicorandil;logcm/h;isoSMILES_from_NAME;O=C(NCCO[N+](=O)[O-])c1cccnc1;logcm/h;-3.66;-0.8342839726224651;0;-3.62524;-0.8342839726224651;0;-1.1079901363933455;0;-3.66;-1.148724898823076;0;0.006747624433524397;-3.62524;-3.66;0.006747624433524397;-3.64262;0.024579031714044637;valid
214;O=C(O)C(Br)Br;253;254;-2.58;631-64-1;;logcm/h;isoSMILES_from_CAS;O=C(O)C(Br)Br;logcm/h;-2.58;;;;;;;;;;;0.08530111272441555;0;-2.58;0.08530111272441555;0;;-1;;;-1;;-2.58;;;-2.58;;valid
215;O=C(O)C(Cl)(Cl)Cl;254;255;-2.72;76-03-9;;logcm/h;isoSMILES_from_CAS;O=C(O)C(Cl)(Cl)Cl;logcm/h;-2.72;;;;;;;;;;;-0.03786860135901356;0;-2.72;-0.03786860135901356;0;;-1;;;-1;;-2.72;;;-2.72;;valid
216;O=C(O)C(Cl)Br;255;256;-2.79;5589-96-8;;logcm/h;isoSMILES_from_CAS;O=C(O)C(Cl)Br;logcm/h;-2.79;;;;;;;;;;;-0.09945345840072792;0;-2.79;-0.09945345840072792;0;;-1;;;-1;;-2.79;;;-2.79;;valid
217;O=C(O)C(Cl)Cl;256;257;-2.72;79-43-6;;logcm/h;isoSMILES_from_CAS;O=C(O)C(Cl)Cl;logcm/h;-2.72;;;;;;;;;;;-0.03786860135901356;0;-2.72;-0.03786860135901356;0;;-1;;;-1;;-2.72;;;-2.72;;valid
218;O=C(O)CBr;258;259;-2.85;79-08-3;;logcm/h;isoSMILES_from_CAS;O=C(O)CBr;logcm/h;-2.85;;;;;;;;;;;-0.15224047872219754;0;-2.85;-0.15224047872219754;0;;-1;;;-1;;-2.85;;;-2.85;;valid
219;O=C(O)CCl;259;260;-2.95;79-11-8;;logcm/h;isoSMILES_from_CAS;O=C(O)CCl;logcm/h;-2.95;;;;;;;;;;;-0.2402188459246469;0;-2.95;-0.2402188459246469;0;;-1;;;-1;;-2.95;;;-2.95;;valid
220;O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21;260;261;-4.0637;1461-15-0;;logcm/h;isoSMILES_from_CAS;O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21;logcm/h;-4.0637;;;;;;;;;;;-1.2200339214583245;0;-4.0637;-1.2200339214583245;0;;-1;;;-1;;-4.0637;;;-4.0637;;valid
221;O=C(O)CNCP(=O)(O)O;131;132;-3.33409;1071-83-6;;logcm/h;isoSMILES_from_CAS;O=C(O)CNCP(=O)(O)O;logcm/h;-3.33409;;;;;;;;;;;-0.5781349565125344;0;-3.33409;-0.5781349565125344;0;;-1;;;-1;;-3.33409;;;-3.33409;;valid
222;O=C(O)Cc1ccc(O)cc1;121;122;-2.57685;156-38-7;;logcm/h;isoSMILES_from_CAS;O=C(O)Cc1ccc(O)cc1;logcm/h;-2.57685;52;53;-2.47;;4-hydroxyphenyl acetic acid;logcm/h;isoSMILES_from_NAME;O=C(O)Cc1ccc(O)cc1;logcm/h;-2.47;0.0880724312912929;0;-2.57685;0.0880724312912929;0;0.09512046671606651;0;-2.47;0.08313622609015736;0;0.029941194832333973;-2.57685;-2.47;0.029941194832333973;-2.523425;0.07555435956978236;valid
223;O=C(O)c1ccccc1;24;25;-1.81644;65-85-0;;logcm/h;isoSMILES_from_CAS;O=C(O)c1ccccc1;logcm/h;-1.81644;75;76;-1.5937;;benzoic acid ;logcm/h;isoSMILES_from_NAME;O=C(O)c1ccccc1;logcm/h;-1.5937;0.7570687333354373;0;-1.81644;0.7570687333354373;0;0.9810749385688212;0;-1.5937;0.9902621956376084;0;0.09237213981918144;-1.81644;-1.5937;0.09237213981918144;-1.70507;0.1575009644414917;valid
224;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;59;60;-2.75685;530-78-9;;logcm/h;isoSMILES_from_CAS;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;logcm/h;-2.75685;;;;;;;;;;;-0.07028862967311597;0;-2.75685;-0.07028862967311597;0;;-1;;;-1;;-2.75685;;;-2.75685;;valid
225;O=C(O)c1cccnc1;140;141;-4.6218;59-67-6;;logcm/h;isoSMILES_from_CAS;O=C(O)c1cccnc1;logcm/h;-4.6218;;;;;;;;;;;-1.7110411888151942;0;-4.6218;-1.7110411888151942;0;;-1;;;-1;;-4.6218;;;-4.6218;;valid
226;O=C(OCc1ccccc1)c1cccnc1;61;62;-1.73332;94-44-0;;logcm/h;isoSMILES_from_CAS;O=C(OCc1ccccc1)c1cccnc1;logcm/h;-1.73332;78;79;-1.8;;Benzyl nicotinate ;logcm/h;isoSMILES_from_NAME;O=C(OCc1ccccc1)c1cccnc1;logcm/h;-1.8;0.8301963521541132;0;-1.73332;0.8301963521541132;0;0.7725020667860718;0;-1.8;0.7767050947387847;0;0.026688712128830134;-1.73332;-1.8;0.026688712128830134;-1.76666;0.04714988016951904;valid
227;O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O;12;13;-2.41457;74103-06-3;;logcm/h;isoSMILES_from_CAS;O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O;logcm/h;-2.41457;;;;;;;;;;;0.23084372558742758;0;-2.41457;0.23084372558742758;0;;-1;;;-1;;-2.41457;;;-2.41457;;valid
228;O=C1CCCCC1;252;253;-2.74;108-94-1;;logcm/h;isoSMILES_from_CAS;O=C1CCCCC1;logcm/h;-2.74;98;99;-2.74;;Cyclohexanone ;logcm/h;isoSMILES_from_NAME;O=C1CCCCC1;logcm/h;-2.74;-0.05546427479950343;0;-2.74;-0.05546427479950343;0;-0.1778542079390102;0;-2.74;-0.1963616762010805;0;0.0;-2.74;-2.74;0.0;-2.74;0.0;valid
229;O=Cc1ccccc1;38;39;-0.89055;100-52-7;;logcm/h;isoSMILES_from_CAS;O=Cc1ccccc1;logcm/h;-0.89055;;;;;;;;;;;1.571651637426195;0;-0.89055;1.571651637426195;0;;-1;;;-1;;-0.89055;;;-0.89055;;valid
230;O=NN(CCO)CCO;1;2;-5.11415;1116-54-7;;logcm/h;isoSMILES_from_CAS;O=NN(CCO)CCO;logcm/h;-5.11415;;;;;;;;;;;-2.1442026797364533;0;-5.11415;-2.1442026797364533;0;;-1;;;-1;;-5.11415;;;-5.11415;;valid
231;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];134;135;-1.95895;55-63-0;;logcm/h;isoSMILES_from_CAS;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];logcm/h;-1.95895;;;;;;;;;;;0.6316907622352269;0;-1.95895;0.6316907622352269;0;;-1;;;-1;;-1.95895;;;-1.95895;;valid
232;O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12;263;264;-3.4037;16051-77-7;;logcm/h;isoSMILES_from_CAS;O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12;logcm/h;-3.4037;;;;;;;;;;;-0.6393766979221593;0;-3.4037;-0.6393766979221593;0;;-1;;;-1;;-3.4037;;;-3.4037;;valid
233;O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-];270;271;-1.9437;87-33-2;;logcm/h;isoSMILES_from_CAS;O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-];logcm/h;-1.9437;;;;;;;;;;;0.6451074632336005;0;-1.9437;0.6451074632336005;0;;-1;;;-1;;-1.9437;;;-1.9437;;valid
