ID_all;SMILES;ID_Bocci;orig_ID_Bocci;yorig_Bocci;CAS_Bocci;NAME_Bocci;units_Bocci;smilessource_Bocci;SMILES_Bocci;desired_units_Bocci;y_Bocci;ID_Metrabase;orig_ID_Metrabase;yorig_Metrabase;CAS_Metrabase;NAME_Metrabase;units_Metrabase;smilessource_Metrabase;SMILES_Metrabase;desired_units_Metrabase;y_Metrabase;ID_Sedykh;orig_ID_Sedykh;yorig_Sedykh;CAS_Sedykh;NAME_Sedykh;units_Sedykh;smilessource_Sedykh;SMILES_Sedykh;desired_units_Sedykh;y_Sedykh;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;comparison_Bocci_Metrabase;onlyequal_Bocci_Metrabase;comparison_Bocci_Sedykh;onlyequal_Bocci_Sedykh;comparison_Bocci_Livertox;onlyequal_Bocci_Livertox;comparison_Metrabase_Sedykh;onlyequal_Metrabase_Sedykh;comparison_Metrabase_Livertox;onlyequal_Metrabase_Livertox;comparison_Sedykh_Livertox;onlyequal_Sedykh_Livertox;y_Metrabase_nonambiguous;y_Bocci_nonambiguous;y_Sedykh_nonambiguous;y_Livertox_nonambiguous;y_consensus;valid/outlier
1312;COC1N(C2CC(O)C(CO)O2)C(=O)NC(=O)C1(F)Br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1165.0;1165.0;0.0;;80870;classBCRPsub;SMILES;COC1N(C2CC(O)C(CO)O2)C(=O)NC(=O)C1(F)Br;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1313;COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(/C=C/C(N)=O)CC12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;935.0;935.0;0.0;;106408;classBCRPsub;SMILES;COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(/C=C/C(N)=O)CC12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1314;COCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381.0;381.0;0.0;;275647;classBCRPsub;SMILES;COCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1315;COCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(NC(C)=O)C1=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342.0;342.0;0.0;;651084;classBCRPsub;SMILES;COCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(NC(C)=O)C1=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1316;COCC(C#N)NC1CC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431.0;431.0;0.0;;639659;classBCRPsub;SMILES;COCC(C#N)NC1CC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1317;COCC1CN(c2ccc(OCCC(O)C(F)(F)F)cc2)C(=O)O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1230.0;1230.0;1.0;;mol_0445;classBCRPsub;SMILES;COCC1CN(c2ccc(OCCC(O)C(F)(F)F)cc2)C(=O)O1;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1318;COCCN(CCNC(=O)c1cccc2c(N)c3cccc(C)c3nc12)CCOC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;917.0;917.0;0.0;;694452;classBCRPsub;SMILES;COCCN(CCNC(=O)c1cccc2c(N)c3cccc(C)c3nc12)CCOC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1319;COCCOC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;65.0;1.0;;659997;classBCRPsub;SMILES;COCCOC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1320;COCc1c(C(C)C)nc(C(C)C)c(/C=C/C(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1250.0;1250.0;1.0;;mol_0314;classBCRPsub;SMILES;COCc1c(C(C)C)nc(C(C)C)c(/C=C/C(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1321;CONC1=C2C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC(CO)C(NC(=O)c3c4nc5c(C(=O)NC6C(=O)NC(C(C)C)C(=O)N7C(C)CC(O)C7C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC6C)ccc(C)c5oc-4c(C)c(=O)c3N)C(=O)NC(C(C)C)C(=O)N2C(C)C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1016.0;1016.0;0.0;;237671;classBCRPsub;SMILES;CONC1=C2C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC(CO)C(NC(=O)c3c4nc5c(C(=O)NC6C(=O)NC(C(C)C)C(=O)N7C(C)CC(O)C7C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC6C)ccc(C)c5oc-4c(C)c(=O)c3N)C(=O)NC(C(C)C)C(=O)N2C(C)C1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1322;CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400.0;1400.0;0.0;;mol_0010;classBCRPsub;SMILES;CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1323;CO[C@]12CC[C@@]3(CC1[C@](C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4[C@@]3(CCN1)C2O5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1391.0;1391.0;0.0;;mol_0167;classBCRPsub;SMILES;CO[C@]12CC[C@@]3(CC1[C@](C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4[C@@]3(CCN1)C2O5;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1324;CO[C@]12CC[C@@]3(CC1[C@](C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)C2O5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1390.0;1390.0;0.0;;mol_0019;classBCRPsub;SMILES;CO[C@]12CC[C@@]3(CC1[C@](C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)C2O5;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1325;COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1303.0;1303.0;1.0;;mol_0465;classBCRPsub;SMILES;COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1326;COc1c(C=O)c2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1043.0;1043.0;0.0;;328403;classBCRPsub;SMILES;COc1c(C=O)c2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1327;COc1c(O)c(O)cc2c1-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1176.0;1176.0;0.0;;354974;classBCRPsub;SMILES;COc1c(O)c(O)cc2c1-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1328;COc1c(O)c2ccccc2c2cc(O)ccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;808.0;808.0;0.0;;654236;classBCRPsub;SMILES;COc1c(O)c2ccccc2c2cc(O)ccc12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1329;COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;915.0;915.0;0.0;;172946;classBCRPsub;SMILES;COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1330;COc1c(OC(C)=O)c(OC(C)=O)cc2c1-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1182.0;1182.0;0.0;;374980;classBCRPsub;SMILES;COc1c(OC(C)=O)c(OC(C)=O)cc2c1-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1331;COc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC(=O)N1CCOCC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.0;564.0;0.0;;295499;classBCRPsub;SMILES;COc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC(=O)N1CCOCC1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1332;COc1cc(-c2[nH]ccc2Cl)oc1C1=c2[nH]/c3cc2C(C(C)C)C1CCCCCCC/C=3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;965.0;965.0;0.0;;650718;classBCRPsub;SMILES;COc1cc(-c2[nH]ccc2Cl)oc1C1=c2[nH]/c3cc2C(C(C)C)C1CCCCCCC/C=3;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1333;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1568.0;1568.0;1.0;;mol_0429;classBCRPsub;SMILES;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-];classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1334;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1570.0;1570.0;1.0;;mol_0432;classBCRPsub;SMILES;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-];classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1335;COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1569.0;1569.0;1.0;;mol_0430;classBCRPsub;SMILES;COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-];classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1336;COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228.0;228.0;0.0;;73735;classBCRPsub;SMILES;COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1337;COc1cc(-c2oc3cc(=O)cc(O)c-3cc2O)cc(O)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1358.0;1358.0;1.0;;mol_0301;classBCRPsub;SMILES;COc1cc(-c2oc3cc(=O)cc(O)c-3cc2O)cc(O)c1O;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1338;COc1cc(-c2oc3cc(=O)cc(O)c-3cc2O)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1359.0;1359.0;1.0;;mol_0428;classBCRPsub;SMILES;COc1cc(-c2oc3cc(=O)cc(O)c-3cc2O)cc(OC)c1O;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1339;COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1278.0;1278.0;0.0;;mol_0083;classBCRPsub;SMILES;COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1340;COc1cc(/C=C/c2nc(N)nnc2C)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379.0;379.0;0.0;;698035;classBCRPsub;SMILES;COc1cc(/C=C/c2nc(N)nnc2C)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1341;COc1cc(/C=C2\CCC(C)C3=C(c4cc(OC)c(OC)c(OC)c4)C(C#N)C(=N)OC32)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;921.0;921.0;0.0;;690757;classBCRPsub;SMILES;COc1cc(/C=C2\CCC(C)C3=C(c4cc(OC)c(OC)c(OC)c4)C(C#N)C(=N)OC32)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1342;COc1cc(/C=C2\CCC(CN(C)C)C2=O)ccc1OC(=O)c1ccccc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;461.0;461.0;0.0;;639518;classBCRPsub;SMILES;COc1cc(/C=C2\CCC(CN(C)C)C2=O)ccc1OC(=O)c1ccccc1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1343;COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;657.0;657.0;0.0;;652893;classBCRPsub;SMILES;COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1344;COc1cc(/C=C2\CCCc3ccccc3C2=O)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360.0;360.0;0.0;;691564;classBCRPsub;SMILES;COc1cc(/C=C2\CCCc3ccccc3C2=O)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1345;COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)ccc1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1273.0;1273.0;1.0;;mol_0397;classBCRPsub;SMILES;COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)ccc1O;classBCRPsub;1.0;;;;;1.0;1.0;;;1.0;1.0;1.0;1.0;;;;1.0;1.0;valid
1346;COc1cc(C(=O)NC2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(OC)c(=O)cc32)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1145.0;1145.0;0.0;;355256;classBCRPsub;SMILES;COc1cc(C(=O)NC2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(OC)c(=O)cc32)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1347;COc1cc(C(=O)c2cocc2C(=O)c2ccc3c(c2)OCO3)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;835.0;835.0;0.0;;136513;classBCRPsub;SMILES;COc1cc(C(=O)c2cocc2C(=O)c2ccc3c(c2)OCO3)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1348;COc1cc(C)c(C2NC(=O)c3ccccc3N2)cc1C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.0;779.0;0.0;;154756;classBCRPsub;SMILES;COc1cc(C)c(C2NC(=O)c3ccccc3N2)cc1C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1349;COc1cc(C2C=C(c3ccccc3)Oc3cc4c(cc32)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;693.0;693.0;0.0;;686963;classBCRPsub;SMILES;COc1cc(C2C=C(c3ccccc3)Oc3cc4c(cc32)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1350;COc1cc(C2CC(C)(Nc3ccccc3)Oc3cc4c(cc32)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;922.0;922.0;0.0;;669887;classBCRPsub;SMILES;COc1cc(C2CC(C)(Nc3ccccc3)Oc3cc4c(cc32)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1351;COc1cc(C2c3[nH]c4ccccc4c3C(Nc3ccc([N+](=O)[O-])cc3)C3COC(=O)N23)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852.0;852.0;0.0;;668380;classBCRPsub;SMILES;COc1cc(C2c3[nH]c4ccccc4c3C(Nc3ccc([N+](=O)[O-])cc3)C3COC(=O)N23)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1352;COc1cc(C2c3[nH]c4ccccc4c3CC3COC(=O)N32)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;565.0;565.0;0.0;;640737;classBCRPsub;SMILES;COc1cc(C2c3[nH]c4ccccc4c3CC3COC(=O)N32)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1353;COc1cc(C2c3cc4c(cc3C(Nc3ccc(F)cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282.0;282.0;0.0;;628679;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3ccc(F)cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1354;COc1cc(C2c3cc4c(cc3C(Nc3ccc(N)cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414.0;414.0;0.0;;628676;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3ccc(N)cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1355;COc1cc(C2c3cc4c(cc3C(Nc3ccc([N+](=O)[O-])cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;345.0;345.0;0.0;;628672;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3ccc([N+](=O)[O-])cc3)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1356;COc1cc(C2c3cc4c(cc3C(Nc3ccc5c(c3)OCCO5)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;472.0;472.0;0.0;;628674;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3ccc5c(c3)OCCO5)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1357;COc1cc(C2c3cc4c(cc3C(Nc3cccc(O)c3)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;366.0;366.0;0.0;;628678;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3cccc(O)c3)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1358;COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;677.0;677.0;0.0;;122819;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1359;COc1cc(C2c3cc4c(cc3C(OCCN(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211.0;211.0;0.0;;644945;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3C(OCCN(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1360;COc1cc(C2c3cc4c(cc3OC(C)(N3CCCC3)C2C)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;727.0;727.0;0.0;;371010;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(C)(N3CCCC3)C2C)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1361;COc1cc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;853.0;853.0;0.0;;671168;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1362;COc1cc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;943.0;943.0;0.0;;375501;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1363;COc1cc(C2c3cc4c(cc3OC(N3CCCCC3)C2C)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1069.0;1069.0;0.0;;666237;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(N3CCCCC3)C2C)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1364;COc1cc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;728.0;728.0;0.0;;666217;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1365;COc1cc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)cc(OC)c1OC(C)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905.0;905.0;0.0;;671166;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)cc(OC)c1OC(C)=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1366;COc1cc(C2c3cc4c(cc3OC(NNC(N)=O)C2C)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1035.0;1035.0;0.0;;671172;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(NNC(N)=O)C2C)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1367;COc1cc(C2c3cc4c(cc3OC(O)C2C)OCO4)cc(OC)c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474.0;474.0;0.0;;671169;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC(O)C2C)OCO4)cc(OC)c1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
1368;COc1cc(C2c3cc4c(cc3OC3(OC)COC(=O)C23)OCO4)cc(OC)c1OC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;787.0;787.0;0.0;;665488;classBCRPsub;SMILES;COc1cc(C2c3cc4c(cc3OC3(OC)COC(=O)C23)OCO4)cc(OC)c1OC;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
